source_file,source_status,source_route,canonical_url,redirect_destination,title,seo_title,description,publication_date,substantive_modification_date,category,tags,series,author,published,body_sha256_normalized,approximate_visible_word_count,paragraph_candidate_count,markdown_h1,headings,opening_paragraph,internal_link_count,external_link_count,source_or_reference_link_count,external_domains,internal_link_targets_sanitized,external_link_targets_sanitized,source_or_reference_urls_sanitized,image_count,empty_image_alt_count,code_fence_count,notebook,title_body_token_overlap_0_1_heuristic,impressions,clicks,average_position,click_through_rate,indexed_status,search_metrics_status,assessment_provenance
src/lib/posts/ai-business-model-broke-bengali-nervous.md,CANONICAL_PUBLISHED_ARTICLE,/blog/technology/ai-business-model-broke-bengali-nervous,https://www.suvroghosh.in/blog/technology/ai-business-model-broke-bengali-nervous,,The AI Business Model Makes a Broke Bengali Nervous,,"AI may be real, useful, and still financially overcooked. The trouble is not only intelligence; it is power, chips, debt, data centers, and the slippery language of infrastructure promises.",2026-05-17,,Technology,AI Infrastructure | AI | Capacity | Real | Data-Center | Colossus | Chips | Power | Cooling | Stargate,,,true,67bed05c84fe54062975f891e2910625a004b5a2b3d72c96dfb35b11c1bc2700,2047,22,,,"Acronyms: AI means Artificial Intelligence, software that appears to reason, write, code, predict, classify, summarize, and sometimes confidently invent nonsense with the face of a bank manager. GPU means Graphics Processing Unit, the specialized chip now doing much of the heavy lifting in modern AI. GW means gigawatt, one billion watts of electrical power,…",0,0,0,,,,,1,1,0,,0.800,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-cannot-suffer-yet.md,CANONICAL_PUBLISHED_ARTICLE,/blog/artificial-intelligence/ai-cannot-suffer-yet,https://www.suvroghosh.in/blog/artificial-intelligence/ai-cannot-suffer-yet,,"If AI Ever Gets Depressed, We Are Probably in Trouble",,"A wandering, darkly funny meditation on AI consciousness, human misery, machine emotions, and why feeding the internet into a machine may not produce enlightenment.",2026-05-12,,Artificial Intelligence,Maybe | Machine | Emotionally | AI | Humanity | Equivalent | Truly | Humans | Minds | Networks,,,true,42cbf7d9d8492778261cf8857c3164b48b60269d6b9b4b6a87c9654e0c993798,1137,10,,,"AI = Artificial Intelligence. Software systems trained to recognize patterns, generate language, solve problems, and imitate reasoning.",0,0,0,,,,,1,1,0,,0.600,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-data-centres-india-power-water-calcutta-fear.md,CANONICAL_PUBLISHED_ARTICLE,/blog/technology/ai-data-centres-india-power-water-calcutta-fear,https://www.suvroghosh.in/blog/technology/ai-data-centres-india-power-water-calcutta-fear,,"The AI Cloud Will Also Need a Pump, a Plug, and a Tanker",,"India’s AI data centre boom is being sold as a national leap into the future, but for people living with weak power, water stress, heat, and climate anxiety, the real question is simpler: who gets the reliable electricity and who waits in the dark?",2026-05-14,,Technology,Data Centre | Data Centres | Centre | AI | Centres | Wastewater | Power | India | Groundwater | Grid,,,true,774f49fc88dcf59e92dba775c78fe504d8eb4be62d773d9ce1a7e4d13f8ca044,2115,22,,,"AI: Artificial Intelligence, software that can generate, classify, predict, summarize, recommend, detect, or automate tasks once thought to require human intelligence.",0,0,0,,,,,1,1,0,,0.833,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-deployment-evidence-over-opinion.md,CANONICAL_PUBLISHED_ARTICLE,/blog/healthcare-ai/ai-deployment-evidence-over-opinion,https://www.suvroghosh.in/blog/healthcare-ai/ai-deployment-evidence-over-opinion,,AI in Healthcare: Beware,,"AI deployment in healthcare is not a modeling problem—it is a representation, validation, and risk management problem. Why staged, evidence-driven rollout is essential.",2026-04-21,,healthcare ai,Health Level Seven | Shadow Mode | Evidence-Driven Deployment | Deployment | Model | Evidence-Driven | Clinical | AI | Healthcare | Data,,,true,6d6ab58cbc96918c93d3301f2abebbde64fb35e86df4ab7868338511dcc3b2cc,1203,13,,H2: Related Posts,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. EHR: Electronic Health Record. the clinical system where patient care is documented and managed. FHIR: Fast Healthcare Interoperability Resources. the modern web-friendly Health Level Seven healthcare data exch…",4,0,0,,/blog/healthcare-it/confounding-factors-healthcare-it-analytics | /blog/healthcare-it/latent-space-in-healthcare-data | /blog/healthcare-it/multivariate-statistical-modeling-in-healthcare-it | /blog/healthcare-it/database-first-principles,,,1,1,0,,0.500,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-genie-out-of-the-bottle.md,CANONICAL_PUBLISHED_ARTICLE,/blog/artificial-intelligence/ai-genie-out-of-the-bottle,https://www.suvroghosh.in/blog/artificial-intelligence/ai-genie-out-of-the-bottle,,The Genie Is Out of the Bottle,,"Generative AI has moved from laboratory spectacle to social infrastructure. The hard question is no longer whether the genie is real, but whether we can build the lamps, locks, audits, and habits needed to live with it.",2026-05-01,,Artificial Intelligence,Large Language | AI | Genie | Human | Oversight | Automated | Student | Tutor | Summary | Synthetic,,,true,6647b6c6d92afee91ba7531ca166fc2e821c267fa0865c73c843480c4b0eab19,3086,29,,H2: Related Posts,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. IT: Information Technology. the practice of building, operating, and supporting computing systems. LLM: Large Language Model. a statistical language system trained to generate and interpret text.",4,0,0,,/blog/ai-safety/premature-llm-deployment-clinical-trials-ai-safety | /blog/society/failing-well-without-looking-successful | /blog/artificial-intelligence/ai-meaningful-work-trust-collapse | /blog/politics/political-promises-and-reality,,,1,1,0,,1.000,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-harmonium-players.md,CANONICAL_PUBLISHED_ARTICLE,/blog/technology/ai-harmonium-players,https://www.suvroghosh.in/blog/technology/ai-harmonium-players,,The AI Harmonium Players,,"A comic, skeptical, Calcutta-flavored essay on AI, human dependency, thinking, laziness, and the danger of outsourcing the first painful movement of the mind.",2026-06-10,,Technology,Hate Pauses | AI | Harmonium | Pauses | Machine | Laziness | Internet | Keys | Consultants | Students,,,true,51dc718f936e4ea60ca8e2aee2a967dbb99df3b7a9d37e5b73b78dd8827a0498,2778,18,,,"AI: Artificial Intelligence, software that imitates parts of human reasoning, language, pattern recognition, prediction, and decision-making.",0,0,0,,,,,1,1,0,,1.000,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-health-insurance-surreptitious-risk-scoring.md,CANONICAL_PUBLISHED_ARTICLE,/blog/healthcare-ai/ai-health-insurance-surreptitious-risk-scoring,https://www.suvroghosh.in/blog/healthcare-ai/ai-health-insurance-surreptitious-risk-scoring,,AI Health Insurance and Cruelty,,"The central risk is not that insurers openly announce an artificial intelligence system that punishes expensive patients. It is that ordinary commercial incentives, weak oversight, and deniable technical systems can quietly turn prediction into exclusion while preserving a paper trail of procedural respectability.",2026-04-24,,healthcare ai,Somewhat Skewed | Appeals | Data | Model | Healthcare | Utilization | Inferred | Members | Review | Fraud,,,true,04417fbaf1be063f34867b09c443cab2405043f3f3a00a5e078feb99109549fe,2482,25,,H2: Related Posts,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. FHIR: Fast Healthcare Interoperability Resources. the modern web-friendly Health Level Seven healthcare data exchange standard. IT: Information Technology. the practice of building, operating, and supporting co…",4,0,0,,/blog/healthcare-it/latent-space-in-healthcare-data | /blog/ai-safety/premature-llm-deployment-clinical-trials-ai-safety | /blog/healthcare-ai/healthcare-ai-wrong-objective | /blog/healthcare-it/confounding-factors-healthcare-it-analytics,,,1,1,0,,0.667,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-in-india-the-negative-infinity-before-the-singularity.md,CANONICAL_PUBLISHED_ARTICLE,/blog/healthcare-ai/ai-in-india-the-negative-infinity-before-the-singularity,https://www.suvroghosh.in/blog/healthcare-ai/ai-in-india-the-negative-infinity-before-the-singularity,,The Negative Infinity Before the Singularity,,"Artificial Intelligence in India will not arrive first as a gleaming utopia. It will arrive, for many people, as fraud, blackmail, job destruction, disinformation, and only later—if we build properly—as medicine, access, and repair.",2026-04-26,,Healthcare AI,Health Level Seven | Offers Immediate | Public Hospitals | Healthcare Interoperability | AI | Healthcare | Fake | Clinical | Synthetic | Provenance,,,true,083343415480beb6898b14bb262a8ac5ead8eb7fae88db7649203946db50b14c,2598,22,,H2: Related Posts,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. EHR: Electronic Health Record. the clinical system where patient care is documented and managed. FHIR: Fast Healthcare Interoperability Resources. the modern web-friendly Health Level Seven healthcare data exch…",4,0,0,,/blog/ai-safety/premature-llm-deployment-clinical-trials-ai-safety | /blog/mental-models/randomness-chaos-complexity-calcutta | /blog/artificial-intelligence/ai-genie-out-of-the-bottle | /blog/useful-mental-models/first-principles-thinking-calcutta-healthcare-it,,,1,1,0,,0.667,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-layoff-trap-firing-your-customers.md,CANONICAL_PUBLISHED_ARTICLE,/blog/ai-economics/ai-layoff-trap-firing-your-customers,https://www.suvroghosh.in/blog/ai-economics/ai-layoff-trap-firing-your-customers,,The AI Layoff Trap: How Companies Can Fire Their Own Customers,,"A readable dissection of The AI Layoff Trap, the paper arguing that AI-driven layoffs may create a demand-collapse loop where rational firms become collectively foolish.",2026-05-09,,AI Economics,AI Layoff | Layoff Trap | Firm | Firms | AI | Automation | Demand | Automates | Spending | Company,,,true,71ab4119ffc1da6f587b9dc2956dce97a642615d6c8d7401f6a289bcfbd99a2f,2350,27,,,"Acronyms used: AI means Artificial Intelligence, software that performs tasks normally requiring human judgment or cognition. UBI means Universal Basic Income, a recurring cash payment given to people without requiring employment. CEO means Chief Executive Officer, the top executive responsible for running a company. SaaS means Software as a Service, softwa…",0,0,0,,,,,1,1,0,,1.000,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-leaderboard-ichor.md,CANONICAL_PUBLISHED_ARTICLE,/blog/polemic/ai-leaderboard-ichor,https://www.suvroghosh.in/blog/polemic/ai-leaderboard-ichor,,The Ichor of AI Leaderboards,,"A bilious Calcutta polemic on AI benchmark leaderboards, synthetic validation, hype, and the digital snake oil hiding behind numerical victories.",2026-07-22,2026-07-24,Polemic,Leaderboard | Benchmark | Suzetrigine | Genuine | Apotheosis | Benchmarks | Hype | Manic | Marketing | Optimized,,,true,326f9afd6a631e1028e39e8bd49e9c23ecebb88e7da1a02cc55bdef8875c2347,2769,20,,,"The leaderboard squats before me like a bloated python that has swallowed not one but seventeen goats, each goat representing a venture capitalist's unexamined belief in numerical supremacy, and I can smell it—the oleaginous, sanctimonious stench of synthetic validation, a fragrance not unlike the fermented mustard oil that drips from the cracked earthenwar…",0,0,0,,,,,1,1,0,,0.500,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-meaningful-work-trust-collapse.md,CANONICAL_PUBLISHED_ARTICLE,/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,https://www.suvroghosh.in/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,,"AI, Meaningful Work, and the Trust Collapse",,"A reflection on why artificial intelligence does not merely automate tasks, but corrodes the social machinery that makes work, authorship, and creative attention feel meaningful.",2026-06-24,,Artificial Intelligence,Synthetic | AI | Rubbish | Human | Machine | Work | Song | Output | Learns | Apprenticeship,,,true,5af269593eb8547a284588ae0afb066a5d27207d07a0872292b207c8ae8a2d4a,2674,28,,,"The monsoon is indifferent to calendars. In Calcutta in late June, the humidity sits on the chest like a cat that refuses to move. Inside the flat, damp climbs the interior walls in pale patches the color of old tea, and the ceiling fan merely stirs the heat into new configurations. You notice the first bubble in the plaster near the light switch. Then anot…",0,0,0,,,,,1,0,0,,0.750,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-moat-labor-displacement.md,CANONICAL_PUBLISHED_ARTICLE,/blog/ai-and-society/ai-moat-labor-displacement,https://www.suvroghosh.in/blog/ai-and-society/ai-moat-labor-displacement,,The AI Moat Is the Missing Salary,,AI companies are not spending fortunes to make office life slightly smoother. The economics make sense only when the target is paid human labor.,2026-05-23,,AI and Society,Tea-Stall Money | Good Enough | Business Model | AI | Worker | Moat | Labor | Company | Machine | Replacement,,,true,478e627e2fb1e1a7517c8a9c92ecdcb56e5ebfe6541b838e7ab0253bb5d62883,2718,27,,,"AI — Artificial Intelligence, software that performs tasks associated with human thinking, language, prediction, pattern recognition, planning, or decision-making.",0,0,0,,,,,1,1,0,,1.000,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
src/lib/posts/ai-psychology-denial-oscillation-and-the-social-theater-of-competence.md,CANONICAL_PUBLISHED_ARTICLE,/blog/artificial-intelligence/ai-psychology-denial-oscillation-and-the-social-theater-of-competence,https://www.suvroghosh.in/blog/artificial-intelligence/ai-psychology-denial-oscillation-and-the-social-theater-of-competence,,AI and Denial,,"Why people who depend on AI often minimize it in public, and why opinion swings between mystical overstatement and contempt. The deeper issue is status, authorship, labor, and the rearrangement of human competence.",2026-04-23,,Artificial Intelligence,Information Technology | Professional Identity | Visible Signs | AI | Parrot | Dependence | Output | Draft | Language | Conscious,,,true,aa060d5614edf470b1fba8072b50dbce06f336b76011e4acb778f51719683b80,2815,31,,H2: Related Posts,"Acronyms expanded in this post: AI: Artificial Intelligence. software that generates, classifies, predicts, summarizes, or acts on patterns in data. EHR: Electronic Health Record. the clinical system where patient care is documented and managed. IT: Information Technology. the practice of building, operating, and supporting computing systems. SQL: Structure…",4,0,0,,/blog/artificial-intelligence/ai-meaningful-work-trust-collapse | /blog/ai-safety/premature-llm-deployment-clinical-trials-ai-safety | /blog/healthcare-it/latent-space-in-healthcare-data | /blog/society/failing-well-without-looking-successful,,,1,1,0,,1.000,,,,,UNVERIFIED — REQUIRES AUTHENTICATED SEARCH CONSOLE OR BING EVIDENCE,UNVERIFIED — AUTHENTICATED SEARCH DATA NOT PROVIDED,Repository source and frontmatter are observed; word/link counts are deterministic local extraction; overlap is heuristic
