source_file,canonical_url,title,primary_content_mode,audit_scope,evidence_requirement_0_5,existing_evidence_quality_0_5,factual_risk_cues,claim_candidate_count_heuristic,claim_candidate_samples_heuristic,external_link_count,source_or_reference_link_count,primary_or_institutional_source_count_heuristic,source_domains,external_source_urls_sanitized,reference_section_urls_sanitized,source_dates_detected_in_reference_section,local_citation_syntax_issue_count,broken_citation_status,source_to_claim_correspondence_status,author_experience_signal,first_hand_example_signal,methodology_signal,reproducible_calculation_signal,code_signal,data_signal,review_date,review_date_status,substantive_modification_date,fact_inference_opinion_distinction_signal,evidence_gap_0_5_heuristic,recommended_editorial_review,assessment_status
src/lib/posts/ai-cannot-suffer-yet.md,https://www.suvroghosh.in/blog/artificial-intelligence/ai-cannot-suffer-yet,"If AI Ever Gets Depressed, We Are Probably in Trouble",search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,4,"Machine Learning = A method where computers learn statistical patterns from data instead of being manually programmed step by step. | One yellow taxi was coughing smoke like a tuberculosis patient from a 1952 Bengali art film. | If future AI systems ever become emotionally sophisticated, their personalities will partly emerge from the data we feed them.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 14 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-data-centres-india-power-water-calcutta-fear.md,https://www.suvroghosh.in/blog/technology/ai-data-centres-india-power-water-calcutta-fear,"The AI Cloud Will Also Need a Pump, a Plug, and a Tanker",search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | technical | political_financial_or_current_affairs | attributed_or_research_claims,22,"PUE: Power Usage Effectiveness, a data centre efficiency measure comparing total facility energy use with the energy used by the computing equipment itself. | WUE: Water Usage Effectiveness, a measure of how much water a data centre uses relative to the energy used by its computing equipment. | India is building AI data centres because India has to.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 16 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-deployment-evidence-over-opinion.md,https://www.suvroghosh.in/blog/healthcare-ai/ai-deployment-evidence-over-opinion,AI in Healthcare: Beware,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | technical,15,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | the modern web-friendly Health Level Seven healthcare data exchange standard. | the family of healthcare messaging and data exchange standards.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-genie-out-of-the-bottle.md,https://www.suvroghosh.in/blog/artificial-intelligence/ai-genie-out-of-the-bottle,The Genie Is Out of the Bottle,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | attributed_or_research_claims,5,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | --- Generative Artificial Intelligence [AI, software that can produce language, images, code, sound, and other artifacts by learning patterns from data] is not a clever toy that e… | By the time the AI sees the data, reality has already passed through several customs offices.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 19 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-harmonium-players.md,https://www.suvroghosh.in/blog/technology/ai-harmonium-players,The AI Harmonium Players,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,4,"In 1950, Alan Turing asked a clever question about whether machines could imitate human conversation well enough to confuse us. | In 1956, at Dartmouth, several very bright men gathered and helped give AI its official name and ambition. | Turing, “Computing Machinery and Intelligence,” Mind, 1950.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 58 first-person token(s),NOT DETECTED,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-health-insurance-surreptitious-risk-scoring.md,https://www.suvroghosh.in/blog/healthcare-ai/ai-health-insurance-surreptitious-risk-scoring,AI Health Insurance and Cruelty,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs,16,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | the modern web-friendly Health Level Seven healthcare data exchange standard. | It is a revenue-preservation system under pressure to avoid loss, manage uncertainty, reduce payouts, detect fraud, retain profitable members, and shed administrative burden where…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-in-india-the-negative-infinity-before-the-singularity.md,https://www.suvroghosh.in/blog/healthcare-ai/ai-in-india-the-negative-infinity-before-the-singularity,The Negative Infinity Before the Singularity,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | attributed_or_research_claims,15,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | the modern web-friendly Health Level Seven healthcare data exchange standard. | the family of healthcare messaging and data exchange standards.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-layoff-trap-firing-your-customers.md,https://www.suvroghosh.in/blog/ai-economics/ai-layoff-trap-firing-your-customers,The AI Layoff Trap: How Companies Can Fire Their Own Customers,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,8,"You can teach a man cloud architecture, prompt engineering, data analytics, and the correct tone for LinkedIn optimism, but if the labor market is producing fewer good seats than … | When one company reduces headcount and keeps output stable, that may look like progress. | These systems need chips, data centers, electricity, cloud contracts, specialized engineers, model access, integration teams, security controls, and the usual managerial carnival …",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-leaderboard-ichor.md,https://www.suvroghosh.in/blog/polemic/ai-leaderboard-ichor,The Ichor of AI Leaderboards,evergreen essay,LOW_REQUIREMENT_CONTEXT — score is not a defect finding,2,0,medical_or_healthcare | scientific_or_mathematical | technical | dated_claims | attributed_or_research_claims,1,"— If you are reading this in 2027, the leaderboard has already changed, the crow is dead, and the chips have been reformulated with CRISPR-edited potatoes that grow in Martian reg…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 82 first-person token(s),NOT DETECTED,HEURISTIC POSSIBLE — REQUIRES HUMAN VERIFICATION,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,2026-07-24,NOT DETECTED; absence is not proof of ambiguity,2,No evidence remediation prioritized from local signals alone,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-meaningful-work-trust-collapse.md,https://www.suvroghosh.in/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,"AI, Meaningful Work, and the Trust Collapse",search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,technical | dated_claims | attributed_or_research_claims,2,"In early 2026, a survey of fourteen thousand workers across nineteen countries found that while regular AI use jumped thirteen percent, confidence in the technology plummeted by n… | A clean spreadsheet that prevents tomorrow’s confusion.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 19 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-moat-labor-displacement.md,https://www.suvroghosh.in/blog/ai-and-society/ai-moat-labor-displacement,The AI Moat Is the Missing Salary,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,6,"Acronyms used in this post: AI — Artificial Intelligence, software that performs tasks associated with human thinking, language, prediction, pattern recognition, planning, or deci… | But tea-stall money does not build planetary data centers. | Most offices already run on half-broken processes, confused spreadsheets, stale dashboards, heroic clerks, nervous managers, and undocumented workarounds known only to one person …",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 11 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-psychology-denial-oscillation-and-the-social-theater-of-competence.md,https://www.suvroghosh.in/blog/artificial-intelligence/ai-psychology-denial-oscillation-and-the-social-theater-of-competence,AI and Denial,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | technical | political_financial_or_current_affairs | attributed_or_research_claims,6,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | A data architect who depends on Structured Query Language, or SQL, is not reduced to a query editor. | They may dismiss AI as vapor when governance is weak, data quality is poor, provenance is sloppy, and accountability is unclear, then quietly adopt it for summarization, coding as…",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 11 first-person token(s),NOT DETECTED,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-solved-erdos-dot-problem.md,https://www.suvroghosh.in/blog/science/ai-solved-erdos-dot-problem,"AI, Erdős, and the Great Dot Mischief",search-oriented scientific explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,scientific_or_mathematical | technical | political_financial_or_current_affairs | dated_claims | attributed_or_research_claims,4,"OpenAI: An artificial intelligence research and product company that announced the recent mathematical result discussed here. | Discrete geometry: The study of geometric objects arranged in separate countable pieces, such as points, lines, grids, and patterns. | OpenAI announced in May 2026 that one of its reasoning models had found an infinite family of point arrangements beating the long-standing Erdős expectation.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,HEURISTIC YES — 9 first-person token(s),HEURISTIC YES,NOT DETECTED,NOT DETECTED,NOT DETECTED,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,NOT DETECTED; absence is not proof of ambiguity,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
src/lib/posts/ai-wave-social-isolation-mental-health-infrastructure.md,https://www.suvroghosh.in/blog/artificial-intelligence/ai-wave-social-isolation-mental-health-infrastructure,The Mental Health System Will Meet the AI Wave at Its Weakest Joint,search-oriented technical explainer,FACTUAL_OR_EVIDENCE_SENSITIVE_REVIEW,4,0,medical_or_healthcare | technical | political_financial_or_current_affairs | attributed_or_research_claims,19,"software that generates, classifies, predicts, summarizes, or acts on patterns in data. | the modern web-friendly Health Level Seven healthcare data exchange standard. | the family of healthcare messaging and data exchange standards.",0,0,0,,,,,0,UNVERIFIED — OFFLINE AUDIT MADE NO HTTP REQUESTS,UNVERIFIED — URL presence does not prove that a nearby source supports a claim,NO EXPLICIT PHRASE DETECTED,NO STRONG SIGNAL DETECTED,HEURISTIC YES,NOT DETECTED,NOT DETECTED,HEURISTIC YES — REQUIRES HUMAN VERIFICATION,,UNVERIFIED — no dedicated reviewDate frontmatter field exists,,EXPLICIT DISTINCTION LANGUAGE DETECTED,4,EDITORIAL REVIEW: map consequential claims to primary/institutional evidence and add a genuine review date; do not add decorative references,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW; link liveness and semantic support were not tested
