candidate_id,issue_type,source_file_a,url_a,title_a,source_file_b,url_b,title_b,body_cosine_similarity,title_cosine_similarity,shared_tags,document_count,repeated_passage_excerpt,detection_rule,assessment_status,recommended_editorial_review
CORPUS-00021,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/ai-leaderboard-ichor.md,https://www.suvroghosh.in/blog/polemic/ai-leaderboard-ichor,The Ichor of AI Leaderboards,src/lib/posts/the-student-model-eats-the-teacher.md,https://www.suvroghosh.in/blog/monologue/the-student-model-eats-the-teacher,The Student Model Eats the Teacher and Calls It Tuition,,,,2,Benchmark | Benchmarks,case/punctuation/simple singular normalization converged on “benchmark”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00022,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/ai-meaningful-work-trust-collapse.md,https://www.suvroghosh.in/blog/artificial-intelligence/ai-meaningful-work-trust-collapse,"AI, Meaningful Work, and the Trust Collapse",src/lib/posts/cant-go-back-to-childhood-except-as-a-misremembering-ghost.md,https://www.suvroghosh.in/blog/memoir/cant-go-back-to-childhood-except-as-a-misremembering-ghost,Can't Go Back to Childhood—Except as a Misremembering Ghost,,,,9,Learn | Learns,case/punctuation/simple singular normalization converged on “learn”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00023,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/ai-moat-labor-displacement.md,https://www.suvroghosh.in/blog/ai-and-society/ai-moat-labor-displacement,The AI Moat Is the Missing Salary,src/lib/posts/the-coming-white-collar-mendicancy.md,https://www.suvroghosh.in/blog/society/the-coming-white-collar-mendicancy,The Coming White-Collar Mendicancy,,,,2,Worker | Workers,case/punctuation/simple singular normalization converged on “worker”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00024,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/aimless-with-mangoes.md,https://www.suvroghosh.in/blog/personal-essay/aimless-with-mangoes,Aimless With Mangoes,src/lib/posts/hello-fragment-your-first-shader-from-scratch.md,https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,"Hello, Fragment: Your First Shader from Scratch",,,,2,Fragment | Fragments,case/punctuation/simple singular normalization converged on “fragment”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00025,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/algorithmic-complexity-in-the-age-of-ai.md,https://www.suvroghosh.in/blog/computer-science/algorithmic-complexity-in-the-age-of-ai,"The Bouncer, the Clock, and Big O",src/lib/posts/the_gastric_gospel_of_generative_regurgitation.md,https://www.suvroghosh.in/blog/essay/the_gastric_gospel_of_generative_regurgitation,The Gastric Gospel of Generative Regurgitation,,,,5,Algorithm | Algorithms,case/punctuation/simple singular normalization converged on “algorithm”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00026,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/anger-the-last-working-appliance.md,https://www.suvroghosh.in/blog/personal-essay/anger-the-last-working-appliance,Anger: The Last Working Appliance,src/lib/posts/bengali-hikikomori-shadow.md,https://www.suvroghosh.in/blog/personal/bengali-hikikomori-shadow,The Bengali Hikikomori and the Shrinking Map of His Life,,,,21,Depression | Depressions,case/punctuation/simple singular normalization converged on “depression”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00027,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/antibiotics_c_diff_india_hidden_harm.md,https://www.suvroghosh.in/blog/healthcare/antibiotics_c_diff_india_hidden_harm,The Antibiotic That Came Back With a Stick,,,,,,,1,Antibiotic | Antibiotics,case/punctuation/simple singular normalization converged on “antibiotic”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00028,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/antibiotics_c_diff_india_hidden_harm.md,https://www.suvroghosh.in/blog/healthcare/antibiotics_c_diff_india_hidden_harm,The Antibiotic That Came Back With a Stick,src/lib/posts/kenneth-arrow-medical-care.md,https://www.suvroghosh.in/blog/economics/kenneth-arrow-medical-care,Kenneth Arrow in the Waiting Room,,,,9,Patient | Patients,case/punctuation/simple singular normalization converged on “patient”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00029,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/aqi-420-and-the-great-indian-snot-mine.md,https://www.suvroghosh.in/blog/personal/aqi-420-and-the-great-indian-snot-mine,AQI 420 and the Great Indian Snot Mine,src/lib/posts/badly-lit-municipality-of-myself.md,https://www.suvroghosh.in/blog/personal-essay/badly-lit-municipality-of-myself,The Badly Lit Municipality of Myself,,,,2,Shine | Shines,case/punctuation/simple singular normalization converged on “shine”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00030,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/aqi-420-and-the-great-indian-snot-mine.md,https://www.suvroghosh.in/blog/personal/aqi-420-and-the-great-indian-snot-mine,AQI 420 and the Great Indian Snot Mine,src/lib/posts/if-lies-had-noses-again.md,https://www.suvroghosh.in/blog/satire/if-lies-had-noses-again,If Lies Had Noses Again,,,,2,Nose | Noses,case/punctuation/simple singular normalization converged on “nose”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00031,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/artisanal-darkness-in-a-kolkata-room.md,https://www.suvroghosh.in/blog/personal-essay/artisanal-darkness-in-a-kolkata-room,Artisanal Darkness in a Kolkata Room,src/lib/posts/courage-to-be-disliked-in-calcutta.md,https://www.suvroghosh.in/blog/psychology/courage-to-be-disliked-in-calcutta,The Courage to Be Disliked in a Sweating Calcutta Room,,,,4,Call | Calls,case/punctuation/simple singular normalization converged on “call”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00032,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/asimovs-missing-laws.md,https://www.suvroghosh.in/blog/artificial-intelligence/asimovs-missing-laws,If Asimov Never Put the Leash on the Robots,src/lib/posts/saturday-mathematics-and-the-end-of-usefulness.md,https://www.suvroghosh.in/blog/personal-essay/saturday-mathematics-and-the-end-of-usefulness,Saturday Mathematics and the End of Usefulness,,,,4,Robot | Robots,case/punctuation/simple singular normalization converged on “robot”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00033,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/asteroid-over-calcutta.md,https://www.suvroghosh.in/blog/short-fiction/asteroid-over-calcutta,The Last Notification,src/lib/posts/storm-in-a-bhar.md,https://www.suvroghosh.in/blog/short-fiction/storm-in-a-bhar,Storm in a Bhar,,,,2,Delivery Rider | Delivery Riders,case/punctuation/simple singular normalization converged on “delivery rider”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00034,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/babu-culture-vip-india-obsequiousness.md,https://www.suvroghosh.in/blog/society/babu-culture-vip-india-obsequiousness,Babu Culture and the Indian Art of Bending,src/lib/posts/the-gracefully-grotesque-collapse.md,https://www.suvroghosh.in/blog/essay/the-gracefully-grotesque-collapse,The Gracefully Grotesque Collapse,,,,3,Bend | Bends,case/punctuation/simple singular normalization converged on “bend”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00035,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bangalore-city-that-cannot-decide-whether-to-flood-or-flush.md,https://www.suvroghosh.in/blog/society/bangalore-city-that-cannot-decide-whether-to-flood-or-flush,Bangalore and the Plumbing of Pretension,,,,,,,1,Tanker | Tankers,case/punctuation/simple singular normalization converged on “tanker”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00036,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bangalore-city-that-cannot-decide-whether-to-flood-or-flush.md,https://www.suvroghosh.in/blog/society/bangalore-city-that-cannot-decide-whether-to-flood-or-flush,Bangalore and the Plumbing of Pretension,src/lib/posts/chronic-traumatic-nihilism-calcutta.md,https://www.suvroghosh.in/blog/personal-essay/chronic-traumatic-nihilism-calcutta,Chronic Traumatic Nihilism From Calcutta,,,,12,Middle Class | Middle-Class,case/punctuation/simple singular normalization converged on “middle clas”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00037,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bar-english-for-bengalis.md,https://www.suvroghosh.in/blog/culture/bar-english-for-bengalis,Bar English for Bengalis Who Have Escaped the Tea Stall,src/lib/posts/cholai-bengali-moonshine-chemistry-of-forgetting.md,https://www.suvroghosh.in/blog/essay/cholai-bengali-moonshine-chemistry-of-forgetting,Cholai and the Chemistry of Forgetting,,,,5,Drink | Drinks,case/punctuation/simple singular normalization converged on “drink”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00038,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/barebones-lifeboat-calcutta.md,https://www.suvroghosh.in/blog/personal/barebones-lifeboat-calcutta,"The Barebones Lifeboat: America, Calcutta, and the Price of Staying Afloat",src/lib/posts/returning_home_after_america.md,https://www.suvroghosh.in/blog/work-migration-india/returning_home_after_america,The Returnee Who No Longer Fits,,,,2,Returnee | Returnees,case/punctuation/simple singular normalization converged on “returnee”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00039,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/barnum-statements-and-the-horoscope-that-fits-everybody.md,https://www.suvroghosh.in/blog/society/barnum-statements-and-the-horoscope-that-fits-everybody,The Horoscope That Fits Everybody,,,,,,,1,Barnum Statement | Barnum Statements,case/punctuation/simple singular normalization converged on “barnum statement”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00040,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/barnum-statements-and-the-horoscope-that-fits-everybody.md,https://www.suvroghosh.in/blog/society/barnum-statements-and-the-horoscope-that-fits-everybody,The Horoscope That Fits Everybody,src/lib/posts/roundface-baba.md,https://www.suvroghosh.in/blog/short-fiction/roundface-baba,The Man Who Knew Everybody,,,,2,Statement | Statements,case/punctuation/simple singular normalization converged on “statement”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00041,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bassline-backhoe-breath.md,https://www.suvroghosh.in/blog/personal/bassline-backhoe-breath,"Bassline, Backhoe, Breath",src/lib/posts/commercial-hifi-sounds-for-ordinary-ears.md,https://www.suvroghosh.in/blog/audio-technology/commercial-hifi-sounds-for-ordinary-ears,Hi-Fi Sound Without the Perfume,,,,2,Speaker | Speakers,case/punctuation/simple singular normalization converged on “speaker”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00042,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/benfords-law-and-the-ledger-that-sweats.md,https://www.suvroghosh.in/blog/mathematics/benfords-law-and-the-ledger-that-sweats,Benford’s Law and the Ledger That Sweats,,,,,,,1,Digit | Digits,case/punctuation/simple singular normalization converged on “digit”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00043,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/benfords-law-and-the-ledger-that-sweats.md,https://www.suvroghosh.in/blog/mathematics/benfords-law-and-the-ledger-that-sweats,Benford’s Law and the Ledger That Sweats,src/lib/posts/chyavana-and-the-refusal-to-rot-quietly.md,https://www.suvroghosh.in/blog/personal-essay/chyavana-and-the-refusal-to-rot-quietly,Chyavana and the Refusal to Rot Quietly,,,,5,Number | Numbers,case/punctuation/simple singular normalization converged on “number”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00044,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bengal-changed-color-not-character.md,https://www.suvroghosh.in/blog/politics-and-society/bengal-changed-color-not-character,"Bengal Changed Color, Not Yet Character",src/lib/posts/political-promises-and-reality.md,https://www.suvroghosh.in/blog/politics/political-promises-and-reality,Political Promises and the Hard Floor of Reality,,,,2,Voter | Voters,case/punctuation/simple singular normalization converged on “voter”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00045,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bengali-hikikomori-shadow.md,https://www.suvroghosh.in/blog/personal/bengali-hikikomori-shadow,The Bengali Hikikomori and the Shrinking Map of His Life,src/lib/posts/bipolar-depression-friendless-blister.md,https://www.suvroghosh.in/blog/mental-health/bipolar-depression-friendless-blister,The Friendless Blister,,,,4,Feel | Feels,case/punctuation/simple singular normalization converged on “feel”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00046,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bengali-normalcy-and-the-borrowed-warmth-of-nests.md,https://www.suvroghosh.in/blog/personal-essay/bengali-normalcy-and-the-borrowed-warmth-of-nests,Bengali Normalcy and the Borrowed Warmth of Nests,,,,,,,1,Nest | Nests,case/punctuation/simple singular normalization converged on “nest”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00047,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bessel-correction-for-variance.md,https://www.suvroghosh.in/blog/statistics/bessel-correction-for-variance,Bessel Correction Without the Mathematical Chilli Powder,src/lib/posts/monte-carlo-laboratory.md,https://www.suvroghosh.in/blog/visualizations/monte-carlo-laboratory,The Casino That Calculates: An Interactive Monte Carlo Laboratory,,,,2,Sample | Samples,case/punctuation/simple singular normalization converged on “sample”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
CORPUS-00048,TAG_FRAGMENTATION_CANDIDATE,src/lib/posts/bessel-correction-for-variance.md,https://www.suvroghosh.in/blog/statistics/bessel-correction-for-variance,Bessel Correction Without the Mathematical Chilli Powder,src/lib/posts/the-unattractive-mans-guide-to-quantum-mechanics.md,https://www.suvroghosh.in/blog/personal-essay/the-unattractive-mans-guide-to-quantum-mechanics,The Unattractive Man’s Guide to Quantum Mechanics,,,,2,Observation | Observations,case/punctuation/simple singular normalization converged on “observation”,HEURISTIC_INFERENCE — REQUIRES EDITORIAL REVIEW,Review tag labels and navigation behavior manually; normalization can conflate legitimately different concepts
